Cod_InstitucionEjecutora|Cod_InstitucionEjecutora2|Institucion|NombreInstitucion|Institucion2|Direccion|DireccionInstitucion|DireccionProfesional|Ciudad|CiudadInstitucion|CiudadProfesional|PaisInstitucion|PaisProfesional|Tlf1Proyecto|Telefono1|Telefono2|FaxProyecto|Fax1Proyecto|Fax2Proyecto|EmailProyecto|Email|PaginaWeb|ApartadoAereo
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA|Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco    |Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivar@scbbs-bo.com|www.misionesmenonitaspr.org/|Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 52.17.57|591-3/ 32.47.43|591-3/ 32.47.43|||mcc.bolivia@scbbs-bo.com|Casilla 213 ||Casilla 213 
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 52.17.57|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA|Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco  |Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.37.73|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com|www.misionesmenonitaspr.org|Casilla 213  
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA|c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales|c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales  |c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591- 3 - 3343773|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@mcc.org|mcc.bolivia@mcc.org|www.mcc.org |Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.3.773|591-3/ 34.3.773|591-3/ 32.47.43|591-3/ 32.47.43|||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.37.73|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco    |Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivar@scbbs-bo.com|www.misionesmenonitaspr.org/|Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 52.17.57|591-3/ 32.47.43|591-3/ 32.47.43|||mcc.bolivia@scbbs-bo.com|Casilla 213 ||Casilla 213 
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 52.17.57|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco  |Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.37.73|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com|www.misionesmenonitaspr.org|Casilla 213  
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITE CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales|c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales  |c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591- 3 - 3343773|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@mcc.org|mcc.bolivia@mcc.org|www.mcc.org |Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.3.773|591-3/ 34.3.773|591-3/ 32.47.43|591-3/ 32.47.43|||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.37.73|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco    |Barrio la Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivar@scbbs-bo.com|www.misionesmenonitaspr.org/|Casilla 213
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (al frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 52.17.57|591-3/ 32.47.43|591-3/ 32.47.43|||mcc.bolivia@scbbs-bo.com|Casilla 213 ||Casilla 213 
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, camino a Tierras Nuevas (al frente de la UEB), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.17.57|591-3/ 52.17.57|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com||
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco  |Barrio La Cuchilla, Camino a Tierras Nuevas (frente de la U.E.B.), Calle Arenales, Esq. Puerto Pacheco|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 34.37.73|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@scbbs-bo.com|mcc.bolivia@scbbs-bo.com|www.misionesmenonitaspr.org|Casilla 213  
146|146|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|COMITÉ CENTRAL MENONITA - Agencia de Servicio Voluntario de las Iglesias Menonitas de E.E.U.U. y Canadá|c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales|c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales  |c. Puerto Pacheco Nº 14 esquina prolongación c. Arenales|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591- 3 - 3343773|591-3/ 34.37.73|591-3/ 32.47.43|591-3/ 32.47.43|591-3/ 37.06.75||mcc.bolivia@mcc.org|mcc.bolivia@mcc.org|www.mcc.org |Casilla 213
147|147|CASA DE LA MUJER|CASA DE LA MUJER|CASA DE LA MUJER|Av. Hernando Sanabria (Ex. Av. Centenario) esq. 3er. Anillo|Av. Hernando Sanabria (Ex. Av. Centenario) esq. 3er. Anillo|Av. Hernando Sanabria (Ex. Av. Centenario) esq. 3er. Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo||5744
147|147|CASA DE LA MUJER|CASA DE LA MUJER|CASA DE LA MUJER|Av. Hernando Sanabria (Ex. Av. Centenario), esq. 3er Anillo|Av. Hernando Sanabria (Ex. Av. Centenario), esq. 3er Anillo|CASA DE LA MUJER  Av. Hernando Sanabria (Ex. Av. Centenario), esq. 3er Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo||Casilla 5744
147|147|CASA DE LA MUJER|CASA DE LA MUJER|CASA DE LA MUJER|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo||Casilla 5744
147|147|CASA DE LA MUJER|CASA DE LA MUJER|CASA DE LA MUJER|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo|http://www.comminit.com/es/node/31935/37|Casilla 5744 
147|147|CASA DE LA MUJER|CASA DE LA MUJER|LA CASA DE LA MUJER|Av. Hernando Sanabria (Ex. Av. Centenario) esq. 3er. Anillo|Av. Hernando Sanabria (Ex. Av. Centenario) esq. 3er. Anillo|Av. Hernando Sanabria (Ex. Av. Centenario) esq. 3er. Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo||5744
147|147|CASA DE LA MUJER|CASA DE LA MUJER|LA CASA DE LA MUJER|Av. Hernando Sanabria (Ex. Av. Centenario), esq. 3er Anillo|Av. Hernando Sanabria (Ex. Av. Centenario), esq. 3er Anillo|CASA DE LA MUJER  Av. Hernando Sanabria (Ex. Av. Centenario), esq. 3er Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo||Casilla 5744
147|147|CASA DE LA MUJER|CASA DE LA MUJER|LA CASA DE LA MUJER|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo||Casilla 5744
147|147|CASA DE LA MUJER|CASA DE LA MUJER|LA CASA DE LA MUJER|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Av. Hernando Sanabria, (Ex Av. Centenario), esq. 3er. Anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 52.18.03|591-3/ 52.18.03|||591-3/ 52.14.51||ksamujer@roble.scz.entelnet.bo|ksamujer@roble.scz.entelnet.bo|http://www.comminit.com/es/node/31935/37|Casilla 5744 
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social||SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte||Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra||Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|||
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social||SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte||Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra||Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|||
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social||SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte||Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra||Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|||
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social||SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte||Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra||Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|||
